timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,countsMales,countsPercentageMales,countsFemales,countsPercentageFemales,Province,District,Municipality,ReportType
Census 2022,Municipality,Cape Agulhas,No,4263,42.2,,,,,Western Cape,Overberg,Cape Agulhas,DsSchoolAttendences
Census 2022,Municipality,Overstrand,Yes,19452,62.4,,,,,Western Cape,Overberg,Overstrand,DsSchoolAttendences
Census 2022,Municipality,Overstrand,No,11733,37.6,,,,,Western Cape,Overberg,Overstrand,DsSchoolAttendences
Census 2022,Municipality,Swellendam,Yes,8374,61.3,,,,,Western Cape,Overberg,Swellendam,DsSchoolAttendences
Census 2022,Municipality,Swellendam,No,5293,38.7,,,,,Western Cape,Overberg,Swellendam,DsSchoolAttendences
Census 2022,Municipality,Theewaterskloof,Yes,24627,61.0,,,,,Western Cape,Overberg,Theewaterskloof,DsSchoolAttendences
Census 2022,Municipality,Theewaterskloof,No,15727,39.0,,,,,Western Cape,Overberg,Theewaterskloof,DsSchoolAttendences
Census 2022,Municipality,Bergrivier,Yes,12764,61.8,,,,,Western Cape,West Coast,Bergrivier,DsSchoolAttendences
Census 2022,Municipality,Bergrivier,No,7887,38.2,,,,,Western Cape,West Coast,Bergrivier,DsSchoolAttendences
Census 2022,Municipality,Cederberg,Yes,8762,54.3,,,,,Western Cape,West Coast,Cederberg,DsSchoolAttendences
Census 2022,Municipality,Cederberg,No,7379,45.7,,,,,Western Cape,West Coast,Cederberg,DsSchoolAttendences
Census 2022,Municipality,Matzikama,Yes,13313,62.0,,,,,Western Cape,West Coast,Matzikama,DsSchoolAttendences
Census 2022,Municipality,Matzikama,No,8158,38.0,,,,,Western Cape,West Coast,Matzikama,DsSchoolAttendences
Census 2022,Municipality,Saldanha Bay,Yes,30574,66.9,,,,,Western Cape,West Coast,Saldanha Bay,DsSchoolAttendences
Census 2022,Municipality,Saldanha Bay,No,15151,33.1,,,,,Western Cape,West Coast,Saldanha Bay,DsSchoolAttendences
Census 2022,Municipality,Swartland,Yes,28523,64.6,,,,,Western Cape,West Coast,Swartland,DsSchoolAttendences
Census 2022,Municipality,Swartland,No,15655,35.4,,,,,Western Cape,West Coast,Swartland,DsSchoolAttendences
