timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Polokwane,Removed by local authority at least once a week,116013,46.5,Limpopo,Capricorn,Polokwane,DsRefuseDisposals
Census 2022,Municipality,Polokwane,Removed by local authority less often,2501,1.0,Limpopo,Capricorn,Polokwane,DsRefuseDisposals
Census 2022,Municipality,Polokwane,Communal refuse dump,4371,1.8,Limpopo,Capricorn,Polokwane,DsRefuseDisposals
Census 2022,Municipality,Polokwane,Communal container/central collection point,6748,2.7,Limpopo,Capricorn,Polokwane,DsRefuseDisposals
Census 2022,Municipality,Polokwane,Own refuse dump,107660,43.2,Limpopo,Capricorn,Polokwane,DsRefuseDisposals
Census 2022,Municipality,Polokwane,No Rubbish Disposal,9281,3.7,Limpopo,Capricorn,Polokwane,DsRefuseDisposals
Census 2022,Municipality,Polokwane,Other,2868,1.1,Limpopo,Capricorn,Polokwane,DsRefuseDisposals
Census 2022,Municipality,Ba-Phalaborwa,Removed by local authority at least once a week,22314,43.2,Limpopo,Mopani,Ba-Phalaborwa,DsRefuseDisposals
Census 2022,Municipality,Ba-Phalaborwa,Removed by local authority less often,742,1.4,Limpopo,Mopani,Ba-Phalaborwa,DsRefuseDisposals
Census 2022,Municipality,Ba-Phalaborwa,Communal refuse dump,1072,2.1,Limpopo,Mopani,Ba-Phalaborwa,DsRefuseDisposals
Census 2022,Municipality,Ba-Phalaborwa,Communal container/central collection point,2135,4.1,Limpopo,Mopani,Ba-Phalaborwa,DsRefuseDisposals
Census 2022,Municipality,Ba-Phalaborwa,Own refuse dump,21605,41.8,Limpopo,Mopani,Ba-Phalaborwa,DsRefuseDisposals
Census 2022,Municipality,Ba-Phalaborwa,No Rubbish Disposal,3005,5.8,Limpopo,Mopani,Ba-Phalaborwa,DsRefuseDisposals
Census 2022,Municipality,Ba-Phalaborwa,Other,776,1.5,Limpopo,Mopani,Ba-Phalaborwa,DsRefuseDisposals
Census 2022,Municipality,Greater Giyani,Removed by local authority at least once a week,17894,22.4,Limpopo,Mopani,Greater Giyani,DsRefuseDisposals
Census 2022,Municipality,Greater Giyani,Removed by local authority less often,275,0.3,Limpopo,Mopani,Greater Giyani,DsRefuseDisposals
Census 2022,Municipality,Greater Giyani,Communal refuse dump,1224,1.5,Limpopo,Mopani,Greater Giyani,DsRefuseDisposals
Census 2022,Municipality,Greater Giyani,Communal container/central collection point,568,0.7,Limpopo,Mopani,Greater Giyani,DsRefuseDisposals
Census 2022,Municipality,Greater Giyani,Own refuse dump,50167,62.9,Limpopo,Mopani,Greater Giyani,DsRefuseDisposals
Census 2022,Municipality,Greater Giyani,No Rubbish Disposal,8814,11.1,Limpopo,Mopani,Greater Giyani,DsRefuseDisposals
Census 2022,Municipality,Greater Giyani,Other,794,1.0,Limpopo,Mopani,Greater Giyani,DsRefuseDisposals
Census 2022,Municipality,Greater Letaba,Removed by local authority at least once a week,11355,17.4,Limpopo,Mopani,Greater Letaba,DsRefuseDisposals
Census 2022,Municipality,Greater Letaba,Removed by local authority less often,365,0.6,Limpopo,Mopani,Greater Letaba,DsRefuseDisposals
Census 2022,Municipality,Greater Letaba,Communal refuse dump,2357,3.6,Limpopo,Mopani,Greater Letaba,DsRefuseDisposals
Census 2022,Municipality,Greater Letaba,Communal container/central collection point,1315,2.0,Limpopo,Mopani,Greater Letaba,DsRefuseDisposals
Census 2022,Municipality,Greater Letaba,Own refuse dump,43355,66.5,Limpopo,Mopani,Greater Letaba,DsRefuseDisposals
Census 2022,Municipality,Greater Letaba,No Rubbish Disposal,5543,8.5,Limpopo,Mopani,Greater Letaba,DsRefuseDisposals
Census 2022,Municipality,Greater Letaba,Other,932,1.4,Limpopo,Mopani,Greater Letaba,DsRefuseDisposals
Census 2022,Municipality,Greater Tzaneen,Removed by local authority at least once a week,33313,25.7,Limpopo,Mopani,Greater Tzaneen,DsRefuseDisposals
Census 2022,Municipality,Greater Tzaneen,Removed by local authority less often,910,0.7,Limpopo,Mopani,Greater Tzaneen,DsRefuseDisposals
Census 2022,Municipality,Greater Tzaneen,Communal refuse dump,3272,2.5,Limpopo,Mopani,Greater Tzaneen,DsRefuseDisposals
Census 2022,Municipality,Greater Tzaneen,Communal container/central collection point,4571,3.5,Limpopo,Mopani,Greater Tzaneen,DsRefuseDisposals
Census 2022,Municipality,Greater Tzaneen,Own refuse dump,77170,59.6,Limpopo,Mopani,Greater Tzaneen,DsRefuseDisposals
Census 2022,Municipality,Greater Tzaneen,No Rubbish Disposal,8311,6.4,Limpopo,Mopani,Greater Tzaneen,DsRefuseDisposals
Census 2022,Municipality,Greater Tzaneen,Other,2031,1.6,Limpopo,Mopani,Greater Tzaneen,DsRefuseDisposals
Census 2022,Municipality,Maruleng,Removed by local authority at least once a week,6947,21.7,Limpopo,Mopani,Maruleng,DsRefuseDisposals
Census 2022,Municipality,Maruleng,Removed by local authority less often,220,0.7,Limpopo,Mopani,Maruleng,DsRefuseDisposals
Census 2022,Municipality,Maruleng,Communal refuse dump,1010,3.2,Limpopo,Mopani,Maruleng,DsRefuseDisposals
Census 2022,Municipality,Maruleng,Communal container/central collection point,770,2.4,Limpopo,Mopani,Maruleng,DsRefuseDisposals
Census 2022,Municipality,Maruleng,Own refuse dump,20680,64.7,Limpopo,Mopani,Maruleng,DsRefuseDisposals
Census 2022,Municipality,Maruleng,No Rubbish Disposal,1686,5.3,Limpopo,Mopani,Maruleng,DsRefuseDisposals
Census 2022,Municipality,Maruleng,Other,656,2.1,Limpopo,Mopani,Maruleng,DsRefuseDisposals
Census 2022,Municipality,Elias Motsoaledi,Removed by local authority at least once a week,23170,29.3,Limpopo,Sekhukhune,Elias Motsoaledi,DsRefuseDisposals
Census 2022,Municipality,Elias Motsoaledi,Removed by local authority less often,353,0.4,Limpopo,Sekhukhune,Elias Motsoaledi,DsRefuseDisposals
Census 2022,Municipality,Elias Motsoaledi,Communal refuse dump,1983,2.5,Limpopo,Sekhukhune,Elias Motsoaledi,DsRefuseDisposals
Census 2022,Municipality,Elias Motsoaledi,Communal container/central collection point,659,0.8,Limpopo,Sekhukhune,Elias Motsoaledi,DsRefuseDisposals
Census 2022,Municipality,Elias Motsoaledi,Own refuse dump,45224,57.1,Limpopo,Sekhukhune,Elias Motsoaledi,DsRefuseDisposals
Census 2022,Municipality,Elias Motsoaledi,No Rubbish Disposal,6843,8.6,Limpopo,Sekhukhune,Elias Motsoaledi,DsRefuseDisposals
Census 2022,Municipality,Elias Motsoaledi,Other,903,1.1,Limpopo,Sekhukhune,Elias Motsoaledi,DsRefuseDisposals
Census 2022,Municipality,Ephraim Mogale,Removed by local authority at least once a week,10331,28.7,Limpopo,Sekhukhune,Ephraim Mogale,DsRefuseDisposals
Census 2022,Municipality,Ephraim Mogale,Removed by local authority less often,84,0.2,Limpopo,Sekhukhune,Ephraim Mogale,DsRefuseDisposals
Census 2022,Municipality,Ephraim Mogale,Communal refuse dump,429,1.2,Limpopo,Sekhukhune,Ephraim Mogale,DsRefuseDisposals
Census 2022,Municipality,Ephraim Mogale,Communal container/central collection point,312,0.9,Limpopo,Sekhukhune,Ephraim Mogale,DsRefuseDisposals
Census 2022,Municipality,Ephraim Mogale,Own refuse dump,21844,60.8,Limpopo,Sekhukhune,Ephraim Mogale,DsRefuseDisposals
Census 2022,Municipality,Ephraim Mogale,No Rubbish Disposal,2312,6.4,Limpopo,Sekhukhune,Ephraim Mogale,DsRefuseDisposals
Census 2022,Municipality,Ephraim Mogale,Other,642,1.8,Limpopo,Sekhukhune,Ephraim Mogale,DsRefuseDisposals
Census 2022,Municipality,Fetakgomo Tubatse,Removed by local authority at least once a week,31382,21.3,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsRefuseDisposals
Census 2022,Municipality,Fetakgomo Tubatse,Removed by local authority less often,459,0.3,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsRefuseDisposals
Census 2022,Municipality,Fetakgomo Tubatse,Communal refuse dump,1567,1.1,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsRefuseDisposals
Census 2022,Municipality,Fetakgomo Tubatse,Communal container/central collection point,1015,0.7,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsRefuseDisposals
Census 2022,Municipality,Fetakgomo Tubatse,Own refuse dump,97559,66.3,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsRefuseDisposals
Census 2022,Municipality,Fetakgomo Tubatse,No Rubbish Disposal,13489,9.2,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsRefuseDisposals
Census 2022,Municipality,Fetakgomo Tubatse,Other,1696,1.2,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsRefuseDisposals
Census 2022,Municipality,Makhuduthamaga,Removed by local authority at least once a week,12858,16.4,Limpopo,Sekhukhune,Makhuduthamaga,DsRefuseDisposals
Census 2022,Municipality,Makhuduthamaga,Removed by local authority less often,308,0.4,Limpopo,Sekhukhune,Makhuduthamaga,DsRefuseDisposals
Census 2022,Municipality,Makhuduthamaga,Communal refuse dump,1693,2.2,Limpopo,Sekhukhune,Makhuduthamaga,DsRefuseDisposals
Census 2022,Municipality,Makhuduthamaga,Communal container/central collection point,1492,1.9,Limpopo,Sekhukhune,Makhuduthamaga,DsRefuseDisposals
Census 2022,Municipality,Makhuduthamaga,Own refuse dump,56793,72.3,Limpopo,Sekhukhune,Makhuduthamaga,DsRefuseDisposals
Census 2022,Municipality,Makhuduthamaga,No Rubbish Disposal,4325,5.5,Limpopo,Sekhukhune,Makhuduthamaga,DsRefuseDisposals
Census 2022,Municipality,Makhuduthamaga,Other,1028,1.3,Limpopo,Sekhukhune,Makhuduthamaga,DsRefuseDisposals
Census 2022,Municipality,Collins Chabane,Removed by local authority at least once a week,16170,15.0,Limpopo,Vhembe,Collins Chabane,DsRefuseDisposals
Census 2022,Municipality,Collins Chabane,Removed by local authority less often,143,0.1,Limpopo,Vhembe,Collins Chabane,DsRefuseDisposals
Census 2022,Municipality,Collins Chabane,Communal refuse dump,1336,1.2,Limpopo,Vhembe,Collins Chabane,DsRefuseDisposals
Census 2022,Municipality,Collins Chabane,Communal container/central collection point,709,0.7,Limpopo,Vhembe,Collins Chabane,DsRefuseDisposals
Census 2022,Municipality,Collins Chabane,Own refuse dump,74430,68.8,Limpopo,Vhembe,Collins Chabane,DsRefuseDisposals
Census 2022,Municipality,Collins Chabane,No Rubbish Disposal,12989,12.0,Limpopo,Vhembe,Collins Chabane,DsRefuseDisposals
Census 2022,Municipality,Collins Chabane,Other,2382,2.2,Limpopo,Vhembe,Collins Chabane,DsRefuseDisposals
Census 2022,Municipality,Makhado,Removed by local authority at least once a week,29101,20.7,Limpopo,Vhembe,Makhado,DsRefuseDisposals
Census 2022,Municipality,Makhado,Removed by local authority less often,1257,0.9,Limpopo,Vhembe,Makhado,DsRefuseDisposals
Census 2022,Municipality,Makhado,Communal refuse dump,2776,2.0,Limpopo,Vhembe,Makhado,DsRefuseDisposals
Census 2022,Municipality,Makhado,Communal container/central collection point,3109,2.2,Limpopo,Vhembe,Makhado,DsRefuseDisposals
Census 2022,Municipality,Makhado,Own refuse dump,96780,69.0,Limpopo,Vhembe,Makhado,DsRefuseDisposals
Census 2022,Municipality,Makhado,No Rubbish Disposal,5998,4.3,Limpopo,Vhembe,Makhado,DsRefuseDisposals
Census 2022,Municipality,Makhado,Other,1317,0.9,Limpopo,Vhembe,Makhado,DsRefuseDisposals
Census 2022,Municipality,Musina,Removed by local authority at least once a week,22774,49.6,Limpopo,Vhembe,Musina,DsRefuseDisposals
Census 2022,Municipality,Musina,Removed by local authority less often,381,0.8,Limpopo,Vhembe,Musina,DsRefuseDisposals
Census 2022,Municipality,Musina,Communal refuse dump,1319,2.9,Limpopo,Vhembe,Musina,DsRefuseDisposals
Census 2022,Municipality,Musina,Communal container/central collection point,3979,8.7,Limpopo,Vhembe,Musina,DsRefuseDisposals
Census 2022,Municipality,Musina,Own refuse dump,14771,32.2,Limpopo,Vhembe,Musina,DsRefuseDisposals
Census 2022,Municipality,Musina,No Rubbish Disposal,2408,5.2,Limpopo,Vhembe,Musina,DsRefuseDisposals
Census 2022,Municipality,Musina,Other,302,0.7,Limpopo,Vhembe,Musina,DsRefuseDisposals
Census 2022,Municipality,Thulamela,Removed by local authority at least once a week,41202,28.9,Limpopo,Vhembe,Thulamela,DsRefuseDisposals
Census 2022,Municipality,Thulamela,Removed by local authority less often,660,0.5,Limpopo,Vhembe,Thulamela,DsRefuseDisposals
Census 2022,Municipality,Thulamela,Communal refuse dump,1562,1.1,Limpopo,Vhembe,Thulamela,DsRefuseDisposals
Census 2022,Municipality,Thulamela,Communal container/central collection point,3900,2.7,Limpopo,Vhembe,Thulamela,DsRefuseDisposals
Census 2022,Municipality,Thulamela,Own refuse dump,83942,58.9,Limpopo,Vhembe,Thulamela,DsRefuseDisposals
Census 2022,Municipality,Thulamela,No Rubbish Disposal,9773,6.9,Limpopo,Vhembe,Thulamela,DsRefuseDisposals
Census 2022,Municipality,Thulamela,Other,1488,1.0,Limpopo,Vhembe,Thulamela,DsRefuseDisposals
Census 2022,Municipality,Bela-Bela,Removed by local authority at least once a week,15717,70.0,Limpopo,Waterberg,Bela-Bela,DsRefuseDisposals
Census 2022,Municipality,Bela-Bela,Removed by local authority less often,278,1.2,Limpopo,Waterberg,Bela-Bela,DsRefuseDisposals
Census 2022,Municipality,Bela-Bela,Communal refuse dump,284,1.3,Limpopo,Waterberg,Bela-Bela,DsRefuseDisposals
Census 2022,Municipality,Bela-Bela,Communal container/central collection point,243,1.1,Limpopo,Waterberg,Bela-Bela,DsRefuseDisposals
Census 2022,Municipality,Bela-Bela,Own refuse dump,4509,20.1,Limpopo,Waterberg,Bela-Bela,DsRefuseDisposals
Census 2022,Municipality,Bela-Bela,No Rubbish Disposal,1366,6.1,Limpopo,Waterberg,Bela-Bela,DsRefuseDisposals
Census 2022,Municipality,Bela-Bela,Other,52,0.2,Limpopo,Waterberg,Bela-Bela,DsRefuseDisposals
Census 2022,Municipality,Lephalale,Removed by local authority at least once a week,20389,46.5,Limpopo,Waterberg,Lephalale,DsRefuseDisposals
Census 2022,Municipality,Lephalale,Removed by local authority less often,498,1.1,Limpopo,Waterberg,Lephalale,DsRefuseDisposals
Census 2022,Municipality,Lephalale,Communal refuse dump,1639,3.7,Limpopo,Waterberg,Lephalale,DsRefuseDisposals
Census 2022,Municipality,Lephalale,Communal container/central collection point,1725,3.9,Limpopo,Waterberg,Lephalale,DsRefuseDisposals
Census 2022,Municipality,Lephalale,Own refuse dump,15906,36.3,Limpopo,Waterberg,Lephalale,DsRefuseDisposals
Census 2022,Municipality,Lephalale,No Rubbish Disposal,3253,7.4,Limpopo,Waterberg,Lephalale,DsRefuseDisposals
Census 2022,Municipality,Lephalale,Other,422,1.0,Limpopo,Waterberg,Lephalale,DsRefuseDisposals
Census 2022,Municipality,Modimolle-Mookgophong,Removed by local authority at least once a week,33299,72.2,Limpopo,Waterberg,Modimolle-Mookgophong,DsRefuseDisposals
Census 2022,Municipality,Modimolle-Mookgophong,Removed by local authority less often,443,1.0,Limpopo,Waterberg,Modimolle-Mookgophong,DsRefuseDisposals
Census 2022,Municipality,Modimolle-Mookgophong,Communal refuse dump,740,1.6,Limpopo,Waterberg,Modimolle-Mookgophong,DsRefuseDisposals
Census 2022,Municipality,Modimolle-Mookgophong,Communal container/central collection point,1351,2.9,Limpopo,Waterberg,Modimolle-Mookgophong,DsRefuseDisposals
Census 2022,Municipality,Modimolle-Mookgophong,Own refuse dump,8289,18.0,Limpopo,Waterberg,Modimolle-Mookgophong,DsRefuseDisposals
Census 2022,Municipality,Modimolle-Mookgophong,No Rubbish Disposal,1822,4.0,Limpopo,Waterberg,Modimolle-Mookgophong,DsRefuseDisposals
Census 2022,Municipality,Modimolle-Mookgophong,Other,176,0.4,Limpopo,Waterberg,Modimolle-Mookgophong,DsRefuseDisposals
Census 2022,Municipality,Mogalakwena,Removed by local authority at least once a week,42752,39.1,Limpopo,Waterberg,Mogalakwena,DsRefuseDisposals
Census 2022,Municipality,Mogalakwena,Removed by local authority less often,1524,1.4,Limpopo,Waterberg,Mogalakwena,DsRefuseDisposals
Census 2022,Municipality,Mogalakwena,Communal refuse dump,2112,1.9,Limpopo,Waterberg,Mogalakwena,DsRefuseDisposals
Census 2022,Municipality,Mogalakwena,Communal container/central collection point,363,0.3,Limpopo,Waterberg,Mogalakwena,DsRefuseDisposals
Census 2022,Municipality,Mogalakwena,Own refuse dump,54417,49.8,Limpopo,Waterberg,Mogalakwena,DsRefuseDisposals
Census 2022,Municipality,Mogalakwena,No Rubbish Disposal,7099,6.5,Limpopo,Waterberg,Mogalakwena,DsRefuseDisposals
Census 2022,Municipality,Mogalakwena,Other,1027,0.9,Limpopo,Waterberg,Mogalakwena,DsRefuseDisposals
Census 2022,Municipality,Thabazimbi,Removed by local authority at least once a week,18580,69.2,Limpopo,Waterberg,Thabazimbi,DsRefuseDisposals
Census 2022,Municipality,Thabazimbi,Removed by local authority less often,347,1.3,Limpopo,Waterberg,Thabazimbi,DsRefuseDisposals
Census 2022,Municipality,Thabazimbi,Communal refuse dump,396,1.5,Limpopo,Waterberg,Thabazimbi,DsRefuseDisposals
Census 2022,Municipality,Thabazimbi,Communal container/central collection point,728,2.7,Limpopo,Waterberg,Thabazimbi,DsRefuseDisposals
Census 2022,Municipality,Thabazimbi,Own refuse dump,5462,20.4,Limpopo,Waterberg,Thabazimbi,DsRefuseDisposals
Census 2022,Municipality,Thabazimbi,No Rubbish Disposal,1166,4.3,Limpopo,Waterberg,Thabazimbi,DsRefuseDisposals
Census 2022,Municipality,Thabazimbi,Other,152,0.6,Limpopo,Waterberg,Thabazimbi,DsRefuseDisposals
Census 2022,Municipality,Bushbuckridge,Removed by local authority at least once a week,34618,20.6,Mpumalanga,Ehlanzeni,Bushbuckridge,DsRefuseDisposals
Census 2022,Municipality,Bushbuckridge,Removed by local authority less often,891,0.5,Mpumalanga,Ehlanzeni,Bushbuckridge,DsRefuseDisposals
Census 2022,Municipality,Bushbuckridge,Communal refuse dump,3101,1.8,Mpumalanga,Ehlanzeni,Bushbuckridge,DsRefuseDisposals
Census 2022,Municipality,Bushbuckridge,Communal container/central collection point,835,0.5,Mpumalanga,Ehlanzeni,Bushbuckridge,DsRefuseDisposals
Census 2022,Municipality,Bushbuckridge,Own refuse dump,121133,72.1,Mpumalanga,Ehlanzeni,Bushbuckridge,DsRefuseDisposals
Census 2022,Municipality,Bushbuckridge,No Rubbish Disposal,6190,3.7,Mpumalanga,Ehlanzeni,Bushbuckridge,DsRefuseDisposals
Census 2022,Municipality,Bushbuckridge,Other,1160,0.7,Mpumalanga,Ehlanzeni,Bushbuckridge,DsRefuseDisposals
Census 2022,Municipality,City of Mbombela,Removed by local authority at least once a week,90846,42.3,Mpumalanga,Ehlanzeni,City of Mbombela,DsRefuseDisposals
Census 2022,Municipality,City of Mbombela,Removed by local authority less often,1646,0.8,Mpumalanga,Ehlanzeni,City of Mbombela,DsRefuseDisposals
Census 2022,Municipality,City of Mbombela,Communal refuse dump,4851,2.3,Mpumalanga,Ehlanzeni,City of Mbombela,DsRefuseDisposals
Census 2022,Municipality,City of Mbombela,Communal container/central collection point,2572,1.2,Mpumalanga,Ehlanzeni,City of Mbombela,DsRefuseDisposals
Census 2022,Municipality,City of Mbombela,Own refuse dump,105455,49.0,Mpumalanga,Ehlanzeni,City of Mbombela,DsRefuseDisposals
Census 2022,Municipality,City of Mbombela,No Rubbish Disposal,7978,3.7,Mpumalanga,Ehlanzeni,City of Mbombela,DsRefuseDisposals
Census 2022,Municipality,City of Mbombela,Other,1656,0.8,Mpumalanga,Ehlanzeni,City of Mbombela,DsRefuseDisposals
Census 2022,Municipality,Nkomazi,Removed by local authority at least once a week,38522,28.7,Mpumalanga,Ehlanzeni,Nkomazi,DsRefuseDisposals
Census 2022,Municipality,Nkomazi,Removed by local authority less often,1943,1.4,Mpumalanga,Ehlanzeni,Nkomazi,DsRefuseDisposals
Census 2022,Municipality,Nkomazi,Communal refuse dump,3168,2.4,Mpumalanga,Ehlanzeni,Nkomazi,DsRefuseDisposals
Census 2022,Municipality,Nkomazi,Communal container/central collection point,6954,5.2,Mpumalanga,Ehlanzeni,Nkomazi,DsRefuseDisposals
Census 2022,Municipality,Nkomazi,Own refuse dump,73175,54.5,Mpumalanga,Ehlanzeni,Nkomazi,DsRefuseDisposals
Census 2022,Municipality,Nkomazi,No Rubbish Disposal,8666,6.5,Mpumalanga,Ehlanzeni,Nkomazi,DsRefuseDisposals
Census 2022,Municipality,Nkomazi,Other,1716,1.3,Mpumalanga,Ehlanzeni,Nkomazi,DsRefuseDisposals
Census 2022,Municipality,Thaba Chweu,Removed by local authority at least once a week,28010,64.7,Mpumalanga,Ehlanzeni,Thaba Chweu,DsRefuseDisposals
Census 2022,Municipality,Thaba Chweu,Removed by local authority less often,592,1.4,Mpumalanga,Ehlanzeni,Thaba Chweu,DsRefuseDisposals
Census 2022,Municipality,Thaba Chweu,Communal refuse dump,254,0.6,Mpumalanga,Ehlanzeni,Thaba Chweu,DsRefuseDisposals
Census 2022,Municipality,Thaba Chweu,Communal container/central collection point,1724,4.0,Mpumalanga,Ehlanzeni,Thaba Chweu,DsRefuseDisposals
Census 2022,Municipality,Thaba Chweu,Own refuse dump,10251,23.7,Mpumalanga,Ehlanzeni,Thaba Chweu,DsRefuseDisposals
Census 2022,Municipality,Thaba Chweu,No Rubbish Disposal,2126,4.9,Mpumalanga,Ehlanzeni,Thaba Chweu,DsRefuseDisposals
Census 2022,Municipality,Thaba Chweu,Other,340,0.8,Mpumalanga,Ehlanzeni,Thaba Chweu,DsRefuseDisposals
Census 2022,Municipality,Chief Albert Luthuli,Removed by local authority at least once a week,21072,33.3,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsRefuseDisposals
Census 2022,Municipality,Chief Albert Luthuli,Removed by local authority less often,312,0.5,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsRefuseDisposals
Census 2022,Municipality,Chief Albert Luthuli,Communal refuse dump,1098,1.7,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsRefuseDisposals
Census 2022,Municipality,Chief Albert Luthuli,Communal container/central collection point,917,1.4,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsRefuseDisposals
Census 2022,Municipality,Chief Albert Luthuli,Own refuse dump,36620,57.8,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsRefuseDisposals
Census 2022,Municipality,Chief Albert Luthuli,No Rubbish Disposal,2887,4.6,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsRefuseDisposals
Census 2022,Municipality,Chief Albert Luthuli,Other,397,0.6,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsRefuseDisposals
Census 2022,Municipality,Dipaleseng,Removed by local authority at least once a week,10987,83.7,Mpumalanga,Gert Sibande,Dipaleseng,DsRefuseDisposals
Census 2022,Municipality,Dipaleseng,Removed by local authority less often,201,1.5,Mpumalanga,Gert Sibande,Dipaleseng,DsRefuseDisposals
Census 2022,Municipality,Dipaleseng,Communal refuse dump,187,1.4,Mpumalanga,Gert Sibande,Dipaleseng,DsRefuseDisposals
Census 2022,Municipality,Dipaleseng,Communal container/central collection point,747,5.7,Mpumalanga,Gert Sibande,Dipaleseng,DsRefuseDisposals
Census 2022,Municipality,Dipaleseng,Own refuse dump,441,3.4,Mpumalanga,Gert Sibande,Dipaleseng,DsRefuseDisposals
Census 2022,Municipality,Dipaleseng,No Rubbish Disposal,476,3.6,Mpumalanga,Gert Sibande,Dipaleseng,DsRefuseDisposals
Census 2022,Municipality,Dipaleseng,Other,89,0.7,Mpumalanga,Gert Sibande,Dipaleseng,DsRefuseDisposals
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Removed by local authority at least once a week,23498,71.3,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsRefuseDisposals
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Removed by local authority less often,416,1.3,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsRefuseDisposals
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Communal refuse dump,216,0.7,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsRefuseDisposals
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Communal container/central collection point,789,2.4,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsRefuseDisposals
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Own refuse dump,6214,18.8,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsRefuseDisposals
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,No Rubbish Disposal,1720,5.2,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsRefuseDisposals
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Other,120,0.4,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsRefuseDisposals
Census 2022,Municipality,Govan Mbeki,Removed by local authority at least once a week,88450,85.2,Mpumalanga,Gert Sibande,Govan Mbeki,DsRefuseDisposals
Census 2022,Municipality,Govan Mbeki,Removed by local authority less often,2384,2.3,Mpumalanga,Gert Sibande,Govan Mbeki,DsRefuseDisposals
Census 2022,Municipality,Govan Mbeki,Communal refuse dump,1338,1.3,Mpumalanga,Gert Sibande,Govan Mbeki,DsRefuseDisposals
Census 2022,Municipality,Govan Mbeki,Communal container/central collection point,2989,2.9,Mpumalanga,Gert Sibande,Govan Mbeki,DsRefuseDisposals
Census 2022,Municipality,Govan Mbeki,Own refuse dump,5916,5.7,Mpumalanga,Gert Sibande,Govan Mbeki,DsRefuseDisposals
Census 2022,Municipality,Govan Mbeki,No Rubbish Disposal,2526,2.4,Mpumalanga,Gert Sibande,Govan Mbeki,DsRefuseDisposals
Census 2022,Municipality,Govan Mbeki,Other,261,0.3,Mpumalanga,Gert Sibande,Govan Mbeki,DsRefuseDisposals
Census 2022,Municipality,Lekwa,Removed by local authority at least once a week,29980,77.7,Mpumalanga,Gert Sibande,Lekwa,DsRefuseDisposals
Census 2022,Municipality,Lekwa,Removed by local authority less often,542,1.4,Mpumalanga,Gert Sibande,Lekwa,DsRefuseDisposals
Census 2022,Municipality,Lekwa,Communal refuse dump,1550,4.0,Mpumalanga,Gert Sibande,Lekwa,DsRefuseDisposals
Census 2022,Municipality,Lekwa,Communal container/central collection point,798,2.1,Mpumalanga,Gert Sibande,Lekwa,DsRefuseDisposals
Census 2022,Municipality,Lekwa,Own refuse dump,3218,8.3,Mpumalanga,Gert Sibande,Lekwa,DsRefuseDisposals
Census 2022,Municipality,Lekwa,No Rubbish Disposal,2382,6.2,Mpumalanga,Gert Sibande,Lekwa,DsRefuseDisposals
Census 2022,Municipality,Lekwa,Other,114,0.3,Mpumalanga,Gert Sibande,Lekwa,DsRefuseDisposals
Census 2022,Municipality,Mkhondo,Removed by local authority at least once a week,28470,48.7,Mpumalanga,Gert Sibande,Mkhondo,DsRefuseDisposals
Census 2022,Municipality,Mkhondo,Removed by local authority less often,371,0.6,Mpumalanga,Gert Sibande,Mkhondo,DsRefuseDisposals
Census 2022,Municipality,Mkhondo,Communal refuse dump,1453,2.5,Mpumalanga,Gert Sibande,Mkhondo,DsRefuseDisposals
Census 2022,Municipality,Mkhondo,Communal container/central collection point,681,1.2,Mpumalanga,Gert Sibande,Mkhondo,DsRefuseDisposals
Census 2022,Municipality,Mkhondo,Own refuse dump,23469,40.1,Mpumalanga,Gert Sibande,Mkhondo,DsRefuseDisposals
Census 2022,Municipality,Mkhondo,No Rubbish Disposal,3486,6.0,Mpumalanga,Gert Sibande,Mkhondo,DsRefuseDisposals
