timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,counts,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Mkhondo,Other,574,1.0,Mpumalanga,Gert Sibande,Mkhondo,DsRefuseDisposals
Census 2022,Municipality,Msukaligwa,Removed by local authority at least once a week,50077,73.8,Mpumalanga,Gert Sibande,Msukaligwa,DsRefuseDisposals
Census 2022,Municipality,Msukaligwa,Removed by local authority less often,896,1.3,Mpumalanga,Gert Sibande,Msukaligwa,DsRefuseDisposals
Census 2022,Municipality,Msukaligwa,Communal refuse dump,792,1.2,Mpumalanga,Gert Sibande,Msukaligwa,DsRefuseDisposals
Census 2022,Municipality,Msukaligwa,Communal container/central collection point,954,1.4,Mpumalanga,Gert Sibande,Msukaligwa,DsRefuseDisposals
Census 2022,Municipality,Msukaligwa,Own refuse dump,9504,14.0,Mpumalanga,Gert Sibande,Msukaligwa,DsRefuseDisposals
Census 2022,Municipality,Msukaligwa,No Rubbish Disposal,5235,7.7,Mpumalanga,Gert Sibande,Msukaligwa,DsRefuseDisposals
Census 2022,Municipality,Msukaligwa,Other,370,0.5,Mpumalanga,Gert Sibande,Msukaligwa,DsRefuseDisposals
Census 2022,Municipality,Dr JS Moroka,Removed by local authority at least once a week,16177,21.7,Mpumalanga,Nkangala,Dr JS Moroka,DsRefuseDisposals
Census 2022,Municipality,Dr JS Moroka,Removed by local authority less often,369,0.5,Mpumalanga,Nkangala,Dr JS Moroka,DsRefuseDisposals
Census 2022,Municipality,Dr JS Moroka,Communal refuse dump,2128,2.9,Mpumalanga,Nkangala,Dr JS Moroka,DsRefuseDisposals
Census 2022,Municipality,Dr JS Moroka,Communal container/central collection point,502,0.7,Mpumalanga,Nkangala,Dr JS Moroka,DsRefuseDisposals
Census 2022,Municipality,Dr JS Moroka,Own refuse dump,50382,67.6,Mpumalanga,Nkangala,Dr JS Moroka,DsRefuseDisposals
Census 2022,Municipality,Dr JS Moroka,No Rubbish Disposal,4693,6.3,Mpumalanga,Nkangala,Dr JS Moroka,DsRefuseDisposals
Census 2022,Municipality,Dr JS Moroka,Other,329,0.4,Mpumalanga,Nkangala,Dr JS Moroka,DsRefuseDisposals
Census 2022,Municipality,Emakhazeni,Removed by local authority at least once a week,16998,86.7,Mpumalanga,Nkangala,Emakhazeni,DsRefuseDisposals
Census 2022,Municipality,Emakhazeni,Removed by local authority less often,152,0.8,Mpumalanga,Nkangala,Emakhazeni,DsRefuseDisposals
Census 2022,Municipality,Emakhazeni,Communal refuse dump,112,0.6,Mpumalanga,Nkangala,Emakhazeni,DsRefuseDisposals
Census 2022,Municipality,Emakhazeni,Communal container/central collection point,324,1.7,Mpumalanga,Nkangala,Emakhazeni,DsRefuseDisposals
Census 2022,Municipality,Emakhazeni,Own refuse dump,1812,9.2,Mpumalanga,Nkangala,Emakhazeni,DsRefuseDisposals
Census 2022,Municipality,Emakhazeni,No Rubbish Disposal,156,0.8,Mpumalanga,Nkangala,Emakhazeni,DsRefuseDisposals
Census 2022,Municipality,Emakhazeni,Other,60,0.3,Mpumalanga,Nkangala,Emakhazeni,DsRefuseDisposals
Census 2022,Municipality,Emalahleni,Removed by local authority at least once a week,112022,68.1,Mpumalanga,Nkangala,Emalahleni,DsRefuseDisposals
Census 2022,Municipality,Emalahleni,Removed by local authority less often,3267,2.0,Mpumalanga,Nkangala,Emalahleni,DsRefuseDisposals
Census 2022,Municipality,Emalahleni,Communal refuse dump,3793,2.3,Mpumalanga,Nkangala,Emalahleni,DsRefuseDisposals
Census 2022,Municipality,Emalahleni,Communal container/central collection point,2062,1.3,Mpumalanga,Nkangala,Emalahleni,DsRefuseDisposals
Census 2022,Municipality,Emalahleni,Own refuse dump,26711,16.2,Mpumalanga,Nkangala,Emalahleni,DsRefuseDisposals
Census 2022,Municipality,Emalahleni,No Rubbish Disposal,15912,9.7,Mpumalanga,Nkangala,Emalahleni,DsRefuseDisposals
Census 2022,Municipality,Emalahleni,Other,807,0.5,Mpumalanga,Nkangala,Emalahleni,DsRefuseDisposals
Census 2022,Municipality,Steve Tshwete,Removed by local authority at least once a week,69411,86.7,Mpumalanga,Nkangala,Steve Tshwete,DsRefuseDisposals
Census 2022,Municipality,Steve Tshwete,Removed by local authority less often,458,0.6,Mpumalanga,Nkangala,Steve Tshwete,DsRefuseDisposals
Census 2022,Municipality,Steve Tshwete,Communal refuse dump,485,0.6,Mpumalanga,Nkangala,Steve Tshwete,DsRefuseDisposals
Census 2022,Municipality,Steve Tshwete,Communal container/central collection point,2682,3.3,Mpumalanga,Nkangala,Steve Tshwete,DsRefuseDisposals
Census 2022,Municipality,Steve Tshwete,Own refuse dump,5132,6.4,Mpumalanga,Nkangala,Steve Tshwete,DsRefuseDisposals
Census 2022,Municipality,Steve Tshwete,No Rubbish Disposal,1690,2.1,Mpumalanga,Nkangala,Steve Tshwete,DsRefuseDisposals
Census 2022,Municipality,Steve Tshwete,Other,195,0.2,Mpumalanga,Nkangala,Steve Tshwete,DsRefuseDisposals
Census 2022,Municipality,Thembisile,Removed by local authority at least once a week,41659,37.7,Mpumalanga,Nkangala,Thembisile,DsRefuseDisposals
Census 2022,Municipality,Thembisile,Removed by local authority less often,2143,1.9,Mpumalanga,Nkangala,Thembisile,DsRefuseDisposals
Census 2022,Municipality,Thembisile,Communal refuse dump,3411,3.1,Mpumalanga,Nkangala,Thembisile,DsRefuseDisposals
Census 2022,Municipality,Thembisile,Communal container/central collection point,7424,6.7,Mpumalanga,Nkangala,Thembisile,DsRefuseDisposals
Census 2022,Municipality,Thembisile,Own refuse dump,47824,43.3,Mpumalanga,Nkangala,Thembisile,DsRefuseDisposals
Census 2022,Municipality,Thembisile,No Rubbish Disposal,7539,6.8,Mpumalanga,Nkangala,Thembisile,DsRefuseDisposals
Census 2022,Municipality,Thembisile,Other,562,0.5,Mpumalanga,Nkangala,Thembisile,DsRefuseDisposals
Census 2022,Municipality,Victor Khanye,Removed by local authority at least once a week,26333,77.9,Mpumalanga,Nkangala,Victor Khanye,DsRefuseDisposals
Census 2022,Municipality,Victor Khanye,Removed by local authority less often,764,2.3,Mpumalanga,Nkangala,Victor Khanye,DsRefuseDisposals
Census 2022,Municipality,Victor Khanye,Communal refuse dump,1011,3.0,Mpumalanga,Nkangala,Victor Khanye,DsRefuseDisposals
Census 2022,Municipality,Victor Khanye,Communal container/central collection point,741,2.2,Mpumalanga,Nkangala,Victor Khanye,DsRefuseDisposals
Census 2022,Municipality,Victor Khanye,Own refuse dump,4187,12.4,Mpumalanga,Nkangala,Victor Khanye,DsRefuseDisposals
Census 2022,Municipality,Victor Khanye,No Rubbish Disposal,723,2.1,Mpumalanga,Nkangala,Victor Khanye,DsRefuseDisposals
Census 2022,Municipality,Victor Khanye,Other,27,0.1,Mpumalanga,Nkangala,Victor Khanye,DsRefuseDisposals
Census 2022,Municipality,Kgetlengrivier,Removed by local authority at least once a week,10537,69.4,North West,Bojanala,Kgetlengrivier,DsRefuseDisposals
Census 2022,Municipality,Kgetlengrivier,Removed by local authority less often,330,2.2,North West,Bojanala,Kgetlengrivier,DsRefuseDisposals
Census 2022,Municipality,Kgetlengrivier,Communal refuse dump,214,1.4,North West,Bojanala,Kgetlengrivier,DsRefuseDisposals
Census 2022,Municipality,Kgetlengrivier,Communal container/central collection point,1065,7.0,North West,Bojanala,Kgetlengrivier,DsRefuseDisposals
Census 2022,Municipality,Kgetlengrivier,Own refuse dump,2019,13.3,North West,Bojanala,Kgetlengrivier,DsRefuseDisposals
Census 2022,Municipality,Kgetlengrivier,No Rubbish Disposal,870,5.7,North West,Bojanala,Kgetlengrivier,DsRefuseDisposals
Census 2022,Municipality,Kgetlengrivier,Other,149,1.0,North West,Bojanala,Kgetlengrivier,DsRefuseDisposals
Census 2022,Municipality,Madibeng,Removed by local authority at least once a week,81839,47.3,North West,Bojanala,Madibeng,DsRefuseDisposals
Census 2022,Municipality,Madibeng,Removed by local authority less often,2193,1.3,North West,Bojanala,Madibeng,DsRefuseDisposals
Census 2022,Municipality,Madibeng,Communal refuse dump,3475,2.0,North West,Bojanala,Madibeng,DsRefuseDisposals
Census 2022,Municipality,Madibeng,Communal container/central collection point,4629,2.7,North West,Bojanala,Madibeng,DsRefuseDisposals
Census 2022,Municipality,Madibeng,Own refuse dump,66979,38.7,North West,Bojanala,Madibeng,DsRefuseDisposals
Census 2022,Municipality,Madibeng,No Rubbish Disposal,12265,7.1,North West,Bojanala,Madibeng,DsRefuseDisposals
Census 2022,Municipality,Madibeng,Other,1808,1.0,North West,Bojanala,Madibeng,DsRefuseDisposals
Census 2022,Municipality,Moretele,Removed by local authority at least once a week,20307,33.8,North West,Bojanala,Moretele,DsRefuseDisposals
Census 2022,Municipality,Moretele,Removed by local authority less often,1142,1.9,North West,Bojanala,Moretele,DsRefuseDisposals
Census 2022,Municipality,Moretele,Communal refuse dump,485,0.8,North West,Bojanala,Moretele,DsRefuseDisposals
Census 2022,Municipality,Moretele,Communal container/central collection point,6991,11.6,North West,Bojanala,Moretele,DsRefuseDisposals
Census 2022,Municipality,Moretele,Own refuse dump,27523,45.8,North West,Bojanala,Moretele,DsRefuseDisposals
Census 2022,Municipality,Moretele,No Rubbish Disposal,2976,5.0,North West,Bojanala,Moretele,DsRefuseDisposals
Census 2022,Municipality,Moretele,Other,635,1.1,North West,Bojanala,Moretele,DsRefuseDisposals
Census 2022,Municipality,Moses Kotane,Removed by local authority at least once a week,38669,48.7,North West,Bojanala,Moses Kotane,DsRefuseDisposals
Census 2022,Municipality,Moses Kotane,Removed by local authority less often,1888,2.4,North West,Bojanala,Moses Kotane,DsRefuseDisposals
Census 2022,Municipality,Moses Kotane,Communal refuse dump,827,1.0,North West,Bojanala,Moses Kotane,DsRefuseDisposals
Census 2022,Municipality,Moses Kotane,Communal container/central collection point,15516,19.5,North West,Bojanala,Moses Kotane,DsRefuseDisposals
Census 2022,Municipality,Moses Kotane,Own refuse dump,19189,24.2,North West,Bojanala,Moses Kotane,DsRefuseDisposals
Census 2022,Municipality,Moses Kotane,No Rubbish Disposal,1374,1.7,North West,Bojanala,Moses Kotane,DsRefuseDisposals
Census 2022,Municipality,Moses Kotane,Other,1942,2.4,North West,Bojanala,Moses Kotane,DsRefuseDisposals
Census 2022,Municipality,Rustenburg,Removed by local authority at least once a week,154028,75.6,North West,Bojanala,Rustenburg,DsRefuseDisposals
Census 2022,Municipality,Rustenburg,Removed by local authority less often,3193,1.6,North West,Bojanala,Rustenburg,DsRefuseDisposals
Census 2022,Municipality,Rustenburg,Communal refuse dump,3588,1.8,North West,Bojanala,Rustenburg,DsRefuseDisposals
Census 2022,Municipality,Rustenburg,Communal container/central collection point,7025,3.4,North West,Bojanala,Rustenburg,DsRefuseDisposals
Census 2022,Municipality,Rustenburg,Own refuse dump,29246,14.4,North West,Bojanala,Rustenburg,DsRefuseDisposals
Census 2022,Municipality,Rustenburg,No Rubbish Disposal,4726,2.3,North West,Bojanala,Rustenburg,DsRefuseDisposals
Census 2022,Municipality,Rustenburg,Other,1852,0.9,North West,Bojanala,Rustenburg,DsRefuseDisposals
Census 2022,Municipality,City of Matlosana,Removed by local authority at least once a week,110911,86.4,North West,Dr Kenneth Kaunda,City of Matlosana,DsRefuseDisposals
Census 2022,Municipality,City of Matlosana,Removed by local authority less often,2706,2.1,North West,Dr Kenneth Kaunda,City of Matlosana,DsRefuseDisposals
Census 2022,Municipality,City of Matlosana,Communal refuse dump,536,0.4,North West,Dr Kenneth Kaunda,City of Matlosana,DsRefuseDisposals
Census 2022,Municipality,City of Matlosana,Communal container/central collection point,2295,1.8,North West,Dr Kenneth Kaunda,City of Matlosana,DsRefuseDisposals
Census 2022,Municipality,City of Matlosana,Own refuse dump,6959,5.4,North West,Dr Kenneth Kaunda,City of Matlosana,DsRefuseDisposals
Census 2022,Municipality,City of Matlosana,No Rubbish Disposal,4629,3.6,North West,Dr Kenneth Kaunda,City of Matlosana,DsRefuseDisposals
Census 2022,Municipality,City of Matlosana,Other,322,0.3,North West,Dr Kenneth Kaunda,City of Matlosana,DsRefuseDisposals
Census 2022,Municipality,JB Marks,Removed by local authority at least once a week,50110,75.1,North West,Dr Kenneth Kaunda,JB Marks,DsRefuseDisposals
Census 2022,Municipality,JB Marks,Removed by local authority less often,734,1.1,North West,Dr Kenneth Kaunda,JB Marks,DsRefuseDisposals
Census 2022,Municipality,JB Marks,Communal refuse dump,509,0.8,North West,Dr Kenneth Kaunda,JB Marks,DsRefuseDisposals
Census 2022,Municipality,JB Marks,Communal container/central collection point,1482,2.2,North West,Dr Kenneth Kaunda,JB Marks,DsRefuseDisposals
Census 2022,Municipality,JB Marks,Own refuse dump,8931,13.4,North West,Dr Kenneth Kaunda,JB Marks,DsRefuseDisposals
Census 2022,Municipality,JB Marks,No Rubbish Disposal,4522,6.8,North West,Dr Kenneth Kaunda,JB Marks,DsRefuseDisposals
Census 2022,Municipality,JB Marks,Other,431,0.6,North West,Dr Kenneth Kaunda,JB Marks,DsRefuseDisposals
Census 2022,Municipality,Maquassi Hills,Removed by local authority at least once a week,12135,48.4,North West,Dr Kenneth Kaunda,Maquassi Hills,DsRefuseDisposals
Census 2022,Municipality,Maquassi Hills,Removed by local authority less often,357,1.4,North West,Dr Kenneth Kaunda,Maquassi Hills,DsRefuseDisposals
Census 2022,Municipality,Maquassi Hills,Communal refuse dump,1527,6.1,North West,Dr Kenneth Kaunda,Maquassi Hills,DsRefuseDisposals
Census 2022,Municipality,Maquassi Hills,Communal container/central collection point,1130,4.5,North West,Dr Kenneth Kaunda,Maquassi Hills,DsRefuseDisposals
Census 2022,Municipality,Maquassi Hills,Own refuse dump,7250,28.9,North West,Dr Kenneth Kaunda,Maquassi Hills,DsRefuseDisposals
Census 2022,Municipality,Maquassi Hills,No Rubbish Disposal,2597,10.4,North West,Dr Kenneth Kaunda,Maquassi Hills,DsRefuseDisposals
Census 2022,Municipality,Maquassi Hills,Other,71,0.3,North West,Dr Kenneth Kaunda,Maquassi Hills,DsRefuseDisposals
Census 2022,Municipality,Greater Taung,Removed by local authority at least once a week,12088,22.6,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsRefuseDisposals
Census 2022,Municipality,Greater Taung,Removed by local authority less often,20,0.0,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsRefuseDisposals
Census 2022,Municipality,Greater Taung,Communal refuse dump,506,0.9,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsRefuseDisposals
Census 2022,Municipality,Greater Taung,Communal container/central collection point,920,1.7,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsRefuseDisposals
Census 2022,Municipality,Greater Taung,Own refuse dump,36308,67.8,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsRefuseDisposals
Census 2022,Municipality,Greater Taung,No Rubbish Disposal,3445,6.4,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsRefuseDisposals
Census 2022,Municipality,Greater Taung,Other,265,0.5,North West,Dr Ruth Segomotsi Mompati,Greater Taung,DsRefuseDisposals
Census 2022,Municipality,Kagisano/Molopo,Removed by local authority at least once a week,6533,21.9,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsRefuseDisposals
Census 2022,Municipality,Kagisano/Molopo,Removed by local authority less often,10,0.0,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsRefuseDisposals
Census 2022,Municipality,Kagisano/Molopo,Communal refuse dump,680,2.3,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsRefuseDisposals
Census 2022,Municipality,Kagisano/Molopo,Communal container/central collection point,47,0.2,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsRefuseDisposals
Census 2022,Municipality,Kagisano/Molopo,Own refuse dump,21281,71.3,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsRefuseDisposals
Census 2022,Municipality,Kagisano/Molopo,No Rubbish Disposal,817,2.7,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsRefuseDisposals
Census 2022,Municipality,Kagisano/Molopo,Other,481,1.6,North West,Dr Ruth Segomotsi Mompati,Kagisano/Molopo,DsRefuseDisposals
Census 2022,Municipality,Lekwa-Teemane,Removed by local authority at least once a week,13179,86.1,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsRefuseDisposals
Census 2022,Municipality,Lekwa-Teemane,Removed by local authority less often,100,0.7,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsRefuseDisposals
Census 2022,Municipality,Lekwa-Teemane,Communal refuse dump,31,0.2,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsRefuseDisposals
Census 2022,Municipality,Lekwa-Teemane,Communal container/central collection point,1170,7.6,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsRefuseDisposals
Census 2022,Municipality,Lekwa-Teemane,Own refuse dump,515,3.4,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsRefuseDisposals
Census 2022,Municipality,Lekwa-Teemane,No Rubbish Disposal,273,1.8,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsRefuseDisposals
Census 2022,Municipality,Lekwa-Teemane,Other,34,0.2,North West,Dr Ruth Segomotsi Mompati,Lekwa-Teemane,DsRefuseDisposals
Census 2022,Municipality,Mamusa,Removed by local authority at least once a week,10062,58.2,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsRefuseDisposals
Census 2022,Municipality,Mamusa,Removed by local authority less often,486,2.8,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsRefuseDisposals
Census 2022,Municipality,Mamusa,Communal refuse dump,453,2.6,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsRefuseDisposals
Census 2022,Municipality,Mamusa,Communal container/central collection point,80,0.5,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsRefuseDisposals
Census 2022,Municipality,Mamusa,Own refuse dump,3697,21.4,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsRefuseDisposals
Census 2022,Municipality,Mamusa,No Rubbish Disposal,2481,14.3,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsRefuseDisposals
Census 2022,Municipality,Mamusa,Other,32,0.2,North West,Dr Ruth Segomotsi Mompati,Mamusa,DsRefuseDisposals
Census 2022,Municipality,Naledi,Removed by local authority at least once a week,10456,64.9,North West,Dr Ruth Segomotsi Mompati,Naledi,DsRefuseDisposals
Census 2022,Municipality,Naledi,Removed by local authority less often,66,0.4,North West,Dr Ruth Segomotsi Mompati,Naledi,DsRefuseDisposals
Census 2022,Municipality,Naledi,Communal refuse dump,360,2.2,North West,Dr Ruth Segomotsi Mompati,Naledi,DsRefuseDisposals
Census 2022,Municipality,Naledi,Communal container/central collection point,260,1.6,North West,Dr Ruth Segomotsi Mompati,Naledi,DsRefuseDisposals
Census 2022,Municipality,Naledi,Own refuse dump,3805,23.6,North West,Dr Ruth Segomotsi Mompati,Naledi,DsRefuseDisposals
Census 2022,Municipality,Naledi,No Rubbish Disposal,951,5.9,North West,Dr Ruth Segomotsi Mompati,Naledi,DsRefuseDisposals
Census 2022,Municipality,Naledi,Other,202,1.3,North West,Dr Ruth Segomotsi Mompati,Naledi,DsRefuseDisposals
Census 2022,Municipality,Ditsobotla,Removed by local authority at least once a week,12447,29.3,North West,Ngaka Modiri Molema,Ditsobotla,DsRefuseDisposals
Census 2022,Municipality,Ditsobotla,Removed by local authority less often,491,1.2,North West,Ngaka Modiri Molema,Ditsobotla,DsRefuseDisposals
Census 2022,Municipality,Ditsobotla,Communal refuse dump,2745,6.5,North West,Ngaka Modiri Molema,Ditsobotla,DsRefuseDisposals
Census 2022,Municipality,Ditsobotla,Communal container/central collection point,228,0.5,North West,Ngaka Modiri Molema,Ditsobotla,DsRefuseDisposals
Census 2022,Municipality,Ditsobotla,Own refuse dump,20342,48.0,North West,Ngaka Modiri Molema,Ditsobotla,DsRefuseDisposals
Census 2022,Municipality,Ditsobotla,No Rubbish Disposal,5756,13.6,North West,Ngaka Modiri Molema,Ditsobotla,DsRefuseDisposals
Census 2022,Municipality,Ditsobotla,Other,406,1.0,North West,Ngaka Modiri Molema,Ditsobotla,DsRefuseDisposals
Census 2022,Municipality,Mafikeng,Removed by local authority at least once a week,36194,34.6,North West,Ngaka Modiri Molema,Mafikeng,DsRefuseDisposals
Census 2022,Municipality,Mafikeng,Removed by local authority less often,604,0.6,North West,Ngaka Modiri Molema,Mafikeng,DsRefuseDisposals
Census 2022,Municipality,Mafikeng,Communal refuse dump,2198,2.1,North West,Ngaka Modiri Molema,Mafikeng,DsRefuseDisposals
Census 2022,Municipality,Mafikeng,Communal container/central collection point,450,0.4,North West,Ngaka Modiri Molema,Mafikeng,DsRefuseDisposals
