timeSeriesDesc,geoLevelDesc,geoLevelValueDesc,label,countsPercentage,Province,District,Municipality,ReportType
Census 2022,Municipality,Blouberg,None,2.0,Limpopo,Capricorn,Blouberg,DsMainToiletFacilitys
Census 2022,Municipality,Lepele-Nkumpi,Flush toilet,34.7,Limpopo,Capricorn,Lepele-Nkumpi,DsMainToiletFacilitys
Census 2022,Municipality,Lepele-Nkumpi,Chemical toilet,1.6,Limpopo,Capricorn,Lepele-Nkumpi,DsMainToiletFacilitys
Census 2022,Municipality,Lepele-Nkumpi,Pit toilet,59.4,Limpopo,Capricorn,Lepele-Nkumpi,DsMainToiletFacilitys
Census 2022,Municipality,Lepele-Nkumpi,Bucket toilet,1.8,Limpopo,Capricorn,Lepele-Nkumpi,DsMainToiletFacilitys
Census 2022,Municipality,Lepele-Nkumpi,Other,1.7,Limpopo,Capricorn,Lepele-Nkumpi,DsMainToiletFacilitys
Census 2022,Municipality,Lepele-Nkumpi,None,0.8,Limpopo,Capricorn,Lepele-Nkumpi,DsMainToiletFacilitys
Census 2022,Municipality,Molemole,Flush toilet,32.9,Limpopo,Capricorn,Molemole,DsMainToiletFacilitys
Census 2022,Municipality,Molemole,Chemical toilet,0.7,Limpopo,Capricorn,Molemole,DsMainToiletFacilitys
Census 2022,Municipality,Molemole,Pit toilet,60.7,Limpopo,Capricorn,Molemole,DsMainToiletFacilitys
Census 2022,Municipality,Molemole,Bucket toilet,3.7,Limpopo,Capricorn,Molemole,DsMainToiletFacilitys
Census 2022,Municipality,Molemole,Other,0.4,Limpopo,Capricorn,Molemole,DsMainToiletFacilitys
Census 2022,Municipality,Molemole,None,1.6,Limpopo,Capricorn,Molemole,DsMainToiletFacilitys
Census 2022,Municipality,Polokwane,Flush toilet,48.3,Limpopo,Capricorn,Polokwane,DsMainToiletFacilitys
Census 2022,Municipality,Polokwane,Chemical toilet,0.9,Limpopo,Capricorn,Polokwane,DsMainToiletFacilitys
Census 2022,Municipality,Polokwane,Pit toilet,48.5,Limpopo,Capricorn,Polokwane,DsMainToiletFacilitys
Census 2022,Municipality,Polokwane,Bucket toilet,0.7,Limpopo,Capricorn,Polokwane,DsMainToiletFacilitys
Census 2022,Municipality,Polokwane,Other,0.4,Limpopo,Capricorn,Polokwane,DsMainToiletFacilitys
Census 2022,Municipality,Polokwane,None,1.3,Limpopo,Capricorn,Polokwane,DsMainToiletFacilitys
Census 2022,Municipality,Ba-Phalaborwa,Flush toilet,48.8,Limpopo,Mopani,Ba-Phalaborwa,DsMainToiletFacilitys
Census 2022,Municipality,Ba-Phalaborwa,Chemical toilet,1.7,Limpopo,Mopani,Ba-Phalaborwa,DsMainToiletFacilitys
Census 2022,Municipality,Ba-Phalaborwa,Pit toilet,42.5,Limpopo,Mopani,Ba-Phalaborwa,DsMainToiletFacilitys
Census 2022,Municipality,Ba-Phalaborwa,Bucket toilet,1.6,Limpopo,Mopani,Ba-Phalaborwa,DsMainToiletFacilitys
Census 2022,Municipality,Ba-Phalaborwa,Other,1.2,Limpopo,Mopani,Ba-Phalaborwa,DsMainToiletFacilitys
Census 2022,Municipality,Ba-Phalaborwa,None,4.2,Limpopo,Mopani,Ba-Phalaborwa,DsMainToiletFacilitys
Census 2022,Municipality,Greater Giyani,Flush toilet,24.3,Limpopo,Mopani,Greater Giyani,DsMainToiletFacilitys
Census 2022,Municipality,Greater Giyani,Chemical toilet,3.3,Limpopo,Mopani,Greater Giyani,DsMainToiletFacilitys
Census 2022,Municipality,Greater Giyani,Pit toilet,64.5,Limpopo,Mopani,Greater Giyani,DsMainToiletFacilitys
Census 2022,Municipality,Greater Giyani,Bucket toilet,2.4,Limpopo,Mopani,Greater Giyani,DsMainToiletFacilitys
Census 2022,Municipality,Greater Giyani,Other,1.1,Limpopo,Mopani,Greater Giyani,DsMainToiletFacilitys
Census 2022,Municipality,Greater Giyani,None,4.4,Limpopo,Mopani,Greater Giyani,DsMainToiletFacilitys
Census 2022,Municipality,Greater Letaba,Flush toilet,20.0,Limpopo,Mopani,Greater Letaba,DsMainToiletFacilitys
Census 2022,Municipality,Greater Letaba,Chemical toilet,1.2,Limpopo,Mopani,Greater Letaba,DsMainToiletFacilitys
Census 2022,Municipality,Greater Letaba,Pit toilet,71.2,Limpopo,Mopani,Greater Letaba,DsMainToiletFacilitys
Census 2022,Municipality,Greater Letaba,Bucket toilet,2.3,Limpopo,Mopani,Greater Letaba,DsMainToiletFacilitys
Census 2022,Municipality,Greater Letaba,Other,2.1,Limpopo,Mopani,Greater Letaba,DsMainToiletFacilitys
Census 2022,Municipality,Greater Letaba,None,3.2,Limpopo,Mopani,Greater Letaba,DsMainToiletFacilitys
Census 2022,Municipality,Greater Tzaneen,Flush toilet,29.0,Limpopo,Mopani,Greater Tzaneen,DsMainToiletFacilitys
Census 2022,Municipality,Greater Tzaneen,Chemical toilet,1.3,Limpopo,Mopani,Greater Tzaneen,DsMainToiletFacilitys
Census 2022,Municipality,Greater Tzaneen,Pit toilet,64.4,Limpopo,Mopani,Greater Tzaneen,DsMainToiletFacilitys
Census 2022,Municipality,Greater Tzaneen,Bucket toilet,1.1,Limpopo,Mopani,Greater Tzaneen,DsMainToiletFacilitys
Census 2022,Municipality,Greater Tzaneen,Other,1.2,Limpopo,Mopani,Greater Tzaneen,DsMainToiletFacilitys
Census 2022,Municipality,Greater Tzaneen,None,3.0,Limpopo,Mopani,Greater Tzaneen,DsMainToiletFacilitys
Census 2022,Municipality,Maruleng,Flush toilet,26.5,Limpopo,Mopani,Maruleng,DsMainToiletFacilitys
Census 2022,Municipality,Maruleng,Chemical toilet,1.9,Limpopo,Mopani,Maruleng,DsMainToiletFacilitys
Census 2022,Municipality,Maruleng,Pit toilet,64.3,Limpopo,Mopani,Maruleng,DsMainToiletFacilitys
Census 2022,Municipality,Maruleng,Bucket toilet,1.7,Limpopo,Mopani,Maruleng,DsMainToiletFacilitys
Census 2022,Municipality,Maruleng,Other,3.4,Limpopo,Mopani,Maruleng,DsMainToiletFacilitys
Census 2022,Municipality,Maruleng,None,2.2,Limpopo,Mopani,Maruleng,DsMainToiletFacilitys
Census 2022,Municipality,Elias Motsoaledi,Flush toilet,31.4,Limpopo,Sekhukhune,Elias Motsoaledi,DsMainToiletFacilitys
Census 2022,Municipality,Elias Motsoaledi,Chemical toilet,2.4,Limpopo,Sekhukhune,Elias Motsoaledi,DsMainToiletFacilitys
Census 2022,Municipality,Elias Motsoaledi,Pit toilet,59.7,Limpopo,Sekhukhune,Elias Motsoaledi,DsMainToiletFacilitys
Census 2022,Municipality,Elias Motsoaledi,Bucket toilet,2.5,Limpopo,Sekhukhune,Elias Motsoaledi,DsMainToiletFacilitys
Census 2022,Municipality,Elias Motsoaledi,Other,2.9,Limpopo,Sekhukhune,Elias Motsoaledi,DsMainToiletFacilitys
Census 2022,Municipality,Elias Motsoaledi,None,1.1,Limpopo,Sekhukhune,Elias Motsoaledi,DsMainToiletFacilitys
Census 2022,Municipality,Ephraim Mogale,Flush toilet,26.1,Limpopo,Sekhukhune,Ephraim Mogale,DsMainToiletFacilitys
Census 2022,Municipality,Ephraim Mogale,Chemical toilet,1.6,Limpopo,Sekhukhune,Ephraim Mogale,DsMainToiletFacilitys
Census 2022,Municipality,Ephraim Mogale,Pit toilet,66.6,Limpopo,Sekhukhune,Ephraim Mogale,DsMainToiletFacilitys
Census 2022,Municipality,Ephraim Mogale,Bucket toilet,1.7,Limpopo,Sekhukhune,Ephraim Mogale,DsMainToiletFacilitys
Census 2022,Municipality,Ephraim Mogale,Other,2.7,Limpopo,Sekhukhune,Ephraim Mogale,DsMainToiletFacilitys
Census 2022,Municipality,Ephraim Mogale,None,1.1,Limpopo,Sekhukhune,Ephraim Mogale,DsMainToiletFacilitys
Census 2022,Municipality,Fetakgomo Tubatse,Flush toilet,23.7,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsMainToiletFacilitys
Census 2022,Municipality,Fetakgomo Tubatse,Chemical toilet,2.0,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsMainToiletFacilitys
Census 2022,Municipality,Fetakgomo Tubatse,Pit toilet,69.0,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsMainToiletFacilitys
Census 2022,Municipality,Fetakgomo Tubatse,Bucket toilet,1.7,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsMainToiletFacilitys
Census 2022,Municipality,Fetakgomo Tubatse,Other,1.7,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsMainToiletFacilitys
Census 2022,Municipality,Fetakgomo Tubatse,None,1.9,Limpopo,Sekhukhune,Fetakgomo Tubatse,DsMainToiletFacilitys
Census 2022,Municipality,Makhuduthamaga,Flush toilet,17.9,Limpopo,Sekhukhune,Makhuduthamaga,DsMainToiletFacilitys
Census 2022,Municipality,Makhuduthamaga,Chemical toilet,1.2,Limpopo,Sekhukhune,Makhuduthamaga,DsMainToiletFacilitys
Census 2022,Municipality,Makhuduthamaga,Pit toilet,77.0,Limpopo,Sekhukhune,Makhuduthamaga,DsMainToiletFacilitys
Census 2022,Municipality,Makhuduthamaga,Bucket toilet,1.3,Limpopo,Sekhukhune,Makhuduthamaga,DsMainToiletFacilitys
Census 2022,Municipality,Makhuduthamaga,Other,1.6,Limpopo,Sekhukhune,Makhuduthamaga,DsMainToiletFacilitys
Census 2022,Municipality,Makhuduthamaga,None,0.9,Limpopo,Sekhukhune,Makhuduthamaga,DsMainToiletFacilitys
Census 2022,Municipality,Collins Chabane,Flush toilet,19.0,Limpopo,Vhembe,Collins Chabane,DsMainToiletFacilitys
Census 2022,Municipality,Collins Chabane,Chemical toilet,2.6,Limpopo,Vhembe,Collins Chabane,DsMainToiletFacilitys
Census 2022,Municipality,Collins Chabane,Pit toilet,65.8,Limpopo,Vhembe,Collins Chabane,DsMainToiletFacilitys
Census 2022,Municipality,Collins Chabane,Bucket toilet,1.9,Limpopo,Vhembe,Collins Chabane,DsMainToiletFacilitys
Census 2022,Municipality,Collins Chabane,Other,3.0,Limpopo,Vhembe,Collins Chabane,DsMainToiletFacilitys
Census 2022,Municipality,Collins Chabane,None,7.7,Limpopo,Vhembe,Collins Chabane,DsMainToiletFacilitys
Census 2022,Municipality,Makhado,Flush toilet,29.7,Limpopo,Vhembe,Makhado,DsMainToiletFacilitys
Census 2022,Municipality,Makhado,Chemical toilet,0.3,Limpopo,Vhembe,Makhado,DsMainToiletFacilitys
Census 2022,Municipality,Makhado,Pit toilet,64.8,Limpopo,Vhembe,Makhado,DsMainToiletFacilitys
Census 2022,Municipality,Makhado,Bucket toilet,1.8,Limpopo,Vhembe,Makhado,DsMainToiletFacilitys
Census 2022,Municipality,Makhado,Other,1.4,Limpopo,Vhembe,Makhado,DsMainToiletFacilitys
Census 2022,Municipality,Makhado,None,2.0,Limpopo,Vhembe,Makhado,DsMainToiletFacilitys
Census 2022,Municipality,Musina,Flush toilet,56.4,Limpopo,Vhembe,Musina,DsMainToiletFacilitys
Census 2022,Municipality,Musina,Chemical toilet,2.7,Limpopo,Vhembe,Musina,DsMainToiletFacilitys
Census 2022,Municipality,Musina,Pit toilet,32.1,Limpopo,Vhembe,Musina,DsMainToiletFacilitys
Census 2022,Municipality,Musina,Bucket toilet,2.9,Limpopo,Vhembe,Musina,DsMainToiletFacilitys
Census 2022,Municipality,Musina,Other,1.5,Limpopo,Vhembe,Musina,DsMainToiletFacilitys
Census 2022,Municipality,Musina,None,4.3,Limpopo,Vhembe,Musina,DsMainToiletFacilitys
Census 2022,Municipality,Thulamela,Flush toilet,28.1,Limpopo,Vhembe,Thulamela,DsMainToiletFacilitys
Census 2022,Municipality,Thulamela,Chemical toilet,0.7,Limpopo,Vhembe,Thulamela,DsMainToiletFacilitys
Census 2022,Municipality,Thulamela,Pit toilet,66.0,Limpopo,Vhembe,Thulamela,DsMainToiletFacilitys
Census 2022,Municipality,Thulamela,Bucket toilet,1.5,Limpopo,Vhembe,Thulamela,DsMainToiletFacilitys
Census 2022,Municipality,Thulamela,Other,1.5,Limpopo,Vhembe,Thulamela,DsMainToiletFacilitys
Census 2022,Municipality,Thulamela,None,2.2,Limpopo,Vhembe,Thulamela,DsMainToiletFacilitys
Census 2022,Municipality,Bela-Bela,Flush toilet,79.5,Limpopo,Waterberg,Bela-Bela,DsMainToiletFacilitys
Census 2022,Municipality,Bela-Bela,Chemical toilet,0.2,Limpopo,Waterberg,Bela-Bela,DsMainToiletFacilitys
Census 2022,Municipality,Bela-Bela,Pit toilet,18.5,Limpopo,Waterberg,Bela-Bela,DsMainToiletFacilitys
Census 2022,Municipality,Bela-Bela,Bucket toilet,0.9,Limpopo,Waterberg,Bela-Bela,DsMainToiletFacilitys
Census 2022,Municipality,Bela-Bela,Other,0.3,Limpopo,Waterberg,Bela-Bela,DsMainToiletFacilitys
Census 2022,Municipality,Bela-Bela,None,0.6,Limpopo,Waterberg,Bela-Bela,DsMainToiletFacilitys
Census 2022,Municipality,Lephalale,Flush toilet,49.3,Limpopo,Waterberg,Lephalale,DsMainToiletFacilitys
Census 2022,Municipality,Lephalale,Chemical toilet,1.0,Limpopo,Waterberg,Lephalale,DsMainToiletFacilitys
Census 2022,Municipality,Lephalale,Pit toilet,45.7,Limpopo,Waterberg,Lephalale,DsMainToiletFacilitys
Census 2022,Municipality,Lephalale,Bucket toilet,1.1,Limpopo,Waterberg,Lephalale,DsMainToiletFacilitys
Census 2022,Municipality,Lephalale,Other,1.5,Limpopo,Waterberg,Lephalale,DsMainToiletFacilitys
Census 2022,Municipality,Lephalale,None,1.5,Limpopo,Waterberg,Lephalale,DsMainToiletFacilitys
Census 2022,Municipality,Modimolle-Mookgophong,Flush toilet,78.5,Limpopo,Waterberg,Modimolle-Mookgophong,DsMainToiletFacilitys
Census 2022,Municipality,Modimolle-Mookgophong,Chemical toilet,1.9,Limpopo,Waterberg,Modimolle-Mookgophong,DsMainToiletFacilitys
Census 2022,Municipality,Modimolle-Mookgophong,Pit toilet,13.0,Limpopo,Waterberg,Modimolle-Mookgophong,DsMainToiletFacilitys
Census 2022,Municipality,Modimolle-Mookgophong,Bucket toilet,3.3,Limpopo,Waterberg,Modimolle-Mookgophong,DsMainToiletFacilitys
Census 2022,Municipality,Modimolle-Mookgophong,Other,1.2,Limpopo,Waterberg,Modimolle-Mookgophong,DsMainToiletFacilitys
Census 2022,Municipality,Modimolle-Mookgophong,None,2.2,Limpopo,Waterberg,Modimolle-Mookgophong,DsMainToiletFacilitys
Census 2022,Municipality,Mogalakwena,Flush toilet,42.7,Limpopo,Waterberg,Mogalakwena,DsMainToiletFacilitys
Census 2022,Municipality,Mogalakwena,Chemical toilet,1.2,Limpopo,Waterberg,Mogalakwena,DsMainToiletFacilitys
Census 2022,Municipality,Mogalakwena,Pit toilet,53.7,Limpopo,Waterberg,Mogalakwena,DsMainToiletFacilitys
Census 2022,Municipality,Mogalakwena,Bucket toilet,0.7,Limpopo,Waterberg,Mogalakwena,DsMainToiletFacilitys
Census 2022,Municipality,Mogalakwena,Other,0.7,Limpopo,Waterberg,Mogalakwena,DsMainToiletFacilitys
Census 2022,Municipality,Mogalakwena,None,1.1,Limpopo,Waterberg,Mogalakwena,DsMainToiletFacilitys
Census 2022,Municipality,Thabazimbi,Flush toilet,77.4,Limpopo,Waterberg,Thabazimbi,DsMainToiletFacilitys
Census 2022,Municipality,Thabazimbi,Chemical toilet,2.2,Limpopo,Waterberg,Thabazimbi,DsMainToiletFacilitys
Census 2022,Municipality,Thabazimbi,Pit toilet,13.4,Limpopo,Waterberg,Thabazimbi,DsMainToiletFacilitys
Census 2022,Municipality,Thabazimbi,Bucket toilet,2.5,Limpopo,Waterberg,Thabazimbi,DsMainToiletFacilitys
Census 2022,Municipality,Thabazimbi,Other,0.5,Limpopo,Waterberg,Thabazimbi,DsMainToiletFacilitys
Census 2022,Municipality,Thabazimbi,None,3.9,Limpopo,Waterberg,Thabazimbi,DsMainToiletFacilitys
Census 2022,Municipality,Bushbuckridge,Flush toilet,23.4,Mpumalanga,Ehlanzeni,Bushbuckridge,DsMainToiletFacilitys
Census 2022,Municipality,Bushbuckridge,Chemical toilet,2.7,Mpumalanga,Ehlanzeni,Bushbuckridge,DsMainToiletFacilitys
Census 2022,Municipality,Bushbuckridge,Pit toilet,68.6,Mpumalanga,Ehlanzeni,Bushbuckridge,DsMainToiletFacilitys
Census 2022,Municipality,Bushbuckridge,Bucket toilet,1.8,Mpumalanga,Ehlanzeni,Bushbuckridge,DsMainToiletFacilitys
Census 2022,Municipality,Bushbuckridge,Other,0.8,Mpumalanga,Ehlanzeni,Bushbuckridge,DsMainToiletFacilitys
Census 2022,Municipality,Bushbuckridge,None,2.6,Mpumalanga,Ehlanzeni,Bushbuckridge,DsMainToiletFacilitys
Census 2022,Municipality,City of Mbombela,Flush toilet,45.7,Mpumalanga,Ehlanzeni,City of Mbombela,DsMainToiletFacilitys
Census 2022,Municipality,City of Mbombela,Chemical toilet,4.0,Mpumalanga,Ehlanzeni,City of Mbombela,DsMainToiletFacilitys
Census 2022,Municipality,City of Mbombela,Pit toilet,45.9,Mpumalanga,Ehlanzeni,City of Mbombela,DsMainToiletFacilitys
Census 2022,Municipality,City of Mbombela,Bucket toilet,1.2,Mpumalanga,Ehlanzeni,City of Mbombela,DsMainToiletFacilitys
Census 2022,Municipality,City of Mbombela,Other,1.7,Mpumalanga,Ehlanzeni,City of Mbombela,DsMainToiletFacilitys
Census 2022,Municipality,City of Mbombela,None,1.5,Mpumalanga,Ehlanzeni,City of Mbombela,DsMainToiletFacilitys
Census 2022,Municipality,Nkomazi,Flush toilet,26.7,Mpumalanga,Ehlanzeni,Nkomazi,DsMainToiletFacilitys
Census 2022,Municipality,Nkomazi,Chemical toilet,3.1,Mpumalanga,Ehlanzeni,Nkomazi,DsMainToiletFacilitys
Census 2022,Municipality,Nkomazi,Pit toilet,63.9,Mpumalanga,Ehlanzeni,Nkomazi,DsMainToiletFacilitys
Census 2022,Municipality,Nkomazi,Bucket toilet,1.1,Mpumalanga,Ehlanzeni,Nkomazi,DsMainToiletFacilitys
Census 2022,Municipality,Nkomazi,Other,2.3,Mpumalanga,Ehlanzeni,Nkomazi,DsMainToiletFacilitys
Census 2022,Municipality,Nkomazi,None,2.9,Mpumalanga,Ehlanzeni,Nkomazi,DsMainToiletFacilitys
Census 2022,Municipality,Thaba Chweu,Flush toilet,71.1,Mpumalanga,Ehlanzeni,Thaba Chweu,DsMainToiletFacilitys
Census 2022,Municipality,Thaba Chweu,Chemical toilet,1.2,Mpumalanga,Ehlanzeni,Thaba Chweu,DsMainToiletFacilitys
Census 2022,Municipality,Thaba Chweu,Pit toilet,24.8,Mpumalanga,Ehlanzeni,Thaba Chweu,DsMainToiletFacilitys
Census 2022,Municipality,Thaba Chweu,Bucket toilet,0.8,Mpumalanga,Ehlanzeni,Thaba Chweu,DsMainToiletFacilitys
Census 2022,Municipality,Thaba Chweu,Other,0.4,Mpumalanga,Ehlanzeni,Thaba Chweu,DsMainToiletFacilitys
Census 2022,Municipality,Thaba Chweu,None,1.7,Mpumalanga,Ehlanzeni,Thaba Chweu,DsMainToiletFacilitys
Census 2022,Municipality,Chief Albert Luthuli,Flush toilet,39.9,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsMainToiletFacilitys
Census 2022,Municipality,Chief Albert Luthuli,Chemical toilet,5.5,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsMainToiletFacilitys
Census 2022,Municipality,Chief Albert Luthuli,Pit toilet,49.7,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsMainToiletFacilitys
Census 2022,Municipality,Chief Albert Luthuli,Bucket toilet,0.5,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsMainToiletFacilitys
Census 2022,Municipality,Chief Albert Luthuli,Other,2.4,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsMainToiletFacilitys
Census 2022,Municipality,Chief Albert Luthuli,None,2.0,Mpumalanga,Gert Sibande,Chief Albert Luthuli,DsMainToiletFacilitys
Census 2022,Municipality,Dipaleseng,Flush toilet,89.6,Mpumalanga,Gert Sibande,Dipaleseng,DsMainToiletFacilitys
Census 2022,Municipality,Dipaleseng,Chemical toilet,0.3,Mpumalanga,Gert Sibande,Dipaleseng,DsMainToiletFacilitys
Census 2022,Municipality,Dipaleseng,Pit toilet,6.2,Mpumalanga,Gert Sibande,Dipaleseng,DsMainToiletFacilitys
Census 2022,Municipality,Dipaleseng,Bucket toilet,1.3,Mpumalanga,Gert Sibande,Dipaleseng,DsMainToiletFacilitys
Census 2022,Municipality,Dipaleseng,Other,0.9,Mpumalanga,Gert Sibande,Dipaleseng,DsMainToiletFacilitys
Census 2022,Municipality,Dipaleseng,None,1.6,Mpumalanga,Gert Sibande,Dipaleseng,DsMainToiletFacilitys
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Flush toilet,77.4,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsMainToiletFacilitys
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Chemical toilet,2.1,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsMainToiletFacilitys
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Pit toilet,15.0,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsMainToiletFacilitys
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Bucket toilet,0.9,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsMainToiletFacilitys
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,Other,2.0,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsMainToiletFacilitys
Census 2022,Municipality,Dr Pixley Ka Isaka Seme,None,2.6,Mpumalanga,Gert Sibande,Dr Pixley Ka Isaka Seme,DsMainToiletFacilitys
Census 2022,Municipality,Govan Mbeki,Flush toilet,92.0,Mpumalanga,Gert Sibande,Govan Mbeki,DsMainToiletFacilitys
Census 2022,Municipality,Govan Mbeki,Chemical toilet,1.3,Mpumalanga,Gert Sibande,Govan Mbeki,DsMainToiletFacilitys
Census 2022,Municipality,Govan Mbeki,Pit toilet,4.1,Mpumalanga,Gert Sibande,Govan Mbeki,DsMainToiletFacilitys
Census 2022,Municipality,Govan Mbeki,Bucket toilet,1.3,Mpumalanga,Gert Sibande,Govan Mbeki,DsMainToiletFacilitys
Census 2022,Municipality,Govan Mbeki,Other,0.3,Mpumalanga,Gert Sibande,Govan Mbeki,DsMainToiletFacilitys
Census 2022,Municipality,Govan Mbeki,None,1.1,Mpumalanga,Gert Sibande,Govan Mbeki,DsMainToiletFacilitys
Census 2022,Municipality,Lekwa,Flush toilet,91.4,Mpumalanga,Gert Sibande,Lekwa,DsMainToiletFacilitys
Census 2022,Municipality,Lekwa,Chemical toilet,1.3,Mpumalanga,Gert Sibande,Lekwa,DsMainToiletFacilitys
Census 2022,Municipality,Lekwa,Pit toilet,3.9,Mpumalanga,Gert Sibande,Lekwa,DsMainToiletFacilitys
Census 2022,Municipality,Lekwa,Bucket toilet,1.1,Mpumalanga,Gert Sibande,Lekwa,DsMainToiletFacilitys
Census 2022,Municipality,Lekwa,Other,0.5,Mpumalanga,Gert Sibande,Lekwa,DsMainToiletFacilitys
Census 2022,Municipality,Lekwa,None,1.9,Mpumalanga,Gert Sibande,Lekwa,DsMainToiletFacilitys
Census 2022,Municipality,Mkhondo,Flush toilet,51.3,Mpumalanga,Gert Sibande,Mkhondo,DsMainToiletFacilitys
Census 2022,Municipality,Mkhondo,Chemical toilet,6.4,Mpumalanga,Gert Sibande,Mkhondo,DsMainToiletFacilitys
Census 2022,Municipality,Mkhondo,Pit toilet,33.9,Mpumalanga,Gert Sibande,Mkhondo,DsMainToiletFacilitys
Census 2022,Municipality,Mkhondo,Bucket toilet,1.2,Mpumalanga,Gert Sibande,Mkhondo,DsMainToiletFacilitys
Census 2022,Municipality,Mkhondo,Other,3.4,Mpumalanga,Gert Sibande,Mkhondo,DsMainToiletFacilitys
Census 2022,Municipality,Mkhondo,None,3.9,Mpumalanga,Gert Sibande,Mkhondo,DsMainToiletFacilitys
Census 2022,Municipality,Msukaligwa,Flush toilet,79.0,Mpumalanga,Gert Sibande,Msukaligwa,DsMainToiletFacilitys
Census 2022,Municipality,Msukaligwa,Chemical toilet,1.5,Mpumalanga,Gert Sibande,Msukaligwa,DsMainToiletFacilitys
Census 2022,Municipality,Msukaligwa,Pit toilet,14.5,Mpumalanga,Gert Sibande,Msukaligwa,DsMainToiletFacilitys
Census 2022,Municipality,Msukaligwa,Bucket toilet,1.8,Mpumalanga,Gert Sibande,Msukaligwa,DsMainToiletFacilitys
Census 2022,Municipality,Msukaligwa,Other,1.4,Mpumalanga,Gert Sibande,Msukaligwa,DsMainToiletFacilitys
Census 2022,Municipality,Msukaligwa,None,1.8,Mpumalanga,Gert Sibande,Msukaligwa,DsMainToiletFacilitys
Census 2022,Municipality,Dr JS Moroka,Flush toilet,30.8,Mpumalanga,Nkangala,Dr JS Moroka,DsMainToiletFacilitys
Census 2022,Municipality,Dr JS Moroka,Chemical toilet,0.4,Mpumalanga,Nkangala,Dr JS Moroka,DsMainToiletFacilitys
Census 2022,Municipality,Dr JS Moroka,Pit toilet,64.9,Mpumalanga,Nkangala,Dr JS Moroka,DsMainToiletFacilitys
Census 2022,Municipality,Dr JS Moroka,Bucket toilet,1.0,Mpumalanga,Nkangala,Dr JS Moroka,DsMainToiletFacilitys
Census 2022,Municipality,Dr JS Moroka,Other,2.1,Mpumalanga,Nkangala,Dr JS Moroka,DsMainToiletFacilitys
Census 2022,Municipality,Dr JS Moroka,None,0.8,Mpumalanga,Nkangala,Dr JS Moroka,DsMainToiletFacilitys
Census 2022,Municipality,Emakhazeni,Flush toilet,93.0,Mpumalanga,Nkangala,Emakhazeni,DsMainToiletFacilitys
Census 2022,Municipality,Emakhazeni,Chemical toilet,0.6,Mpumalanga,Nkangala,Emakhazeni,DsMainToiletFacilitys
Census 2022,Municipality,Emakhazeni,Pit toilet,4.2,Mpumalanga,Nkangala,Emakhazeni,DsMainToiletFacilitys
Census 2022,Municipality,Emakhazeni,Bucket toilet,0.5,Mpumalanga,Nkangala,Emakhazeni,DsMainToiletFacilitys
Census 2022,Municipality,Emakhazeni,Other,0.3,Mpumalanga,Nkangala,Emakhazeni,DsMainToiletFacilitys
Census 2022,Municipality,Emakhazeni,None,1.3,Mpumalanga,Nkangala,Emakhazeni,DsMainToiletFacilitys
Census 2022,Municipality,Emalahleni,Flush toilet,78.5,Mpumalanga,Nkangala,Emalahleni,DsMainToiletFacilitys
Census 2022,Municipality,Emalahleni,Chemical toilet,1.2,Mpumalanga,Nkangala,Emalahleni,DsMainToiletFacilitys
Census 2022,Municipality,Emalahleni,Pit toilet,18.0,Mpumalanga,Nkangala,Emalahleni,DsMainToiletFacilitys
Census 2022,Municipality,Emalahleni,Bucket toilet,0.9,Mpumalanga,Nkangala,Emalahleni,DsMainToiletFacilitys
Census 2022,Municipality,Emalahleni,Other,0.6,Mpumalanga,Nkangala,Emalahleni,DsMainToiletFacilitys
Census 2022,Municipality,Emalahleni,None,0.8,Mpumalanga,Nkangala,Emalahleni,DsMainToiletFacilitys
Census 2022,Municipality,Steve Tshwete,Flush toilet,87.1,Mpumalanga,Nkangala,Steve Tshwete,DsMainToiletFacilitys
Census 2022,Municipality,Steve Tshwete,Chemical toilet,0.4,Mpumalanga,Nkangala,Steve Tshwete,DsMainToiletFacilitys
Census 2022,Municipality,Steve Tshwete,Pit toilet,9.5,Mpumalanga,Nkangala,Steve Tshwete,DsMainToiletFacilitys
Census 2022,Municipality,Steve Tshwete,Bucket toilet,2.2,Mpumalanga,Nkangala,Steve Tshwete,DsMainToiletFacilitys
